"","MOSTYPE","MAANTHUI","MGEMOMV","MGEMLEEF","MOSHOOFD","MGODRK","MGODPR","MGODOV","MGODGE","MRELGE","MRELSA","MRELOV","MFALLEEN","MFGEKIND","MFWEKIND","MOPLHOOG","MOPLMIDD","MOPLLAAG","MBERHOOG","MBERZELF","MBERBOER","MBERMIDD","MBERARBG","MBERARBO","MSKA","MSKB1","MSKB2","MSKC","MSKD","MHHUUR","MHKOOP","MAUT1","MAUT2","MAUT0","MZFONDS","MZPART","MINKM30","MINK3045","MINK4575","MINK7512","MINK123M","MINKGEM","MKOOPKLA","PWAPART","PWABEDR","PWALAND","PPERSAUT","PBESAUT","PMOTSCO","PVRAAUT","PAANHANG","PTRACTOR","PWERKT","PBROM","PLEVEN","PPERSONG","PGEZONG","PWAOREG","PBRAND","PZEILPL","PPLEZIER","PFIETS","PINBOED","PBYSTAND","AWAPART","AWABEDR","AWALAND","APERSAUT","ABESAUT","AMOTSCO","AVRAAUT","AAANHANG","ATRACTOR","AWERKT","ABROM","ALEVEN","APERSONG","AGEZONG","AWAOREG","ABRAND","AZEILPL","APLEZIER","AFIETS","AINBOED","ABYSTAND","Purchase"
"1494",8,1,3,3,2,1,5,1,3,7,1,2,0,5,4,3,5,1,2,1,0,4,1,2,2,3,4,1,1,2,7,7,0,2,5,4,1,2,5,2,1,6,7,2,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"No"
"1495",33,1,2,4,8,0,2,0,7,9,0,0,0,6,3,0,0,9,0,0,0,2,4,4,0,0,0,7,2,9,0,7,2,0,9,0,5,4,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1496",33,1,3,3,8,0,5,1,4,7,2,1,0,5,4,2,3,4,4,0,0,1,4,2,3,0,2,4,1,3,6,5,4,1,6,4,1,5,2,0,2,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"1497",36,1,3,3,8,1,4,1,4,6,1,2,2,3,5,2,4,3,3,1,1,3,2,2,3,2,2,3,0,4,5,6,2,1,4,5,2,2,4,1,1,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1498",9,1,3,2,3,2,4,2,4,7,1,2,2,3,5,3,5,2,3,1,1,4,2,2,3,2,3,2,1,6,3,7,1,2,6,3,1,3,5,1,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1499",38,1,3,3,9,0,4,0,5,9,0,0,0,4,5,1,2,7,1,0,0,3,5,2,1,2,1,7,1,4,5,6,2,2,7,2,2,5,2,1,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1500",8,2,4,3,2,0,5,0,5,9,0,0,0,0,9,0,5,5,0,0,0,9,0,0,0,4,0,5,0,0,9,6,3,0,2,7,0,9,0,0,0,3,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1501",35,1,3,3,8,0,7,0,2,7,0,2,2,0,7,1,4,5,0,0,0,4,3,3,0,2,2,3,3,7,2,4,1,4,8,1,2,4,4,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1502",32,2,2,4,7,0,3,3,4,5,1,4,2,5,2,1,4,5,2,1,0,1,5,2,1,1,4,4,1,3,6,7,1,2,7,2,5,3,1,1,0,3,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Yes"
"1503",36,1,2,4,8,0,5,2,2,7,0,2,2,5,3,0,0,9,0,0,0,2,7,0,0,0,0,9,0,5,4,9,0,0,9,0,5,4,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1504",3,1,2,4,1,2,7,0,0,6,1,2,2,6,2,0,4,5,3,0,0,5,0,2,1,1,3,4,2,0,9,6,0,3,6,3,4,4,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"No"
"1505",34,2,2,4,8,0,3,2,5,5,2,3,3,5,3,0,3,6,1,0,5,1,3,2,1,2,4,3,2,5,4,4,5,1,7,2,2,5,1,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1506",38,1,4,3,9,0,1,3,6,9,0,0,0,2,7,0,4,5,0,0,0,2,2,5,0,0,3,6,0,3,6,8,1,0,9,0,0,9,0,0,0,3,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1507",36,1,3,3,8,2,1,0,6,8,0,1,1,1,7,1,5,4,2,1,0,4,3,0,2,2,2,4,0,5,4,6,2,1,2,7,2,3,3,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1508",33,1,3,3,8,0,6,2,1,6,0,3,2,3,4,1,2,7,1,0,2,2,1,5,1,2,2,5,1,1,8,7,0,2,7,2,0,5,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"1509",39,1,2,2,9,0,5,0,4,5,2,3,4,4,2,0,5,4,0,0,0,5,4,1,0,4,2,4,0,0,9,7,2,0,7,2,0,8,1,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1510",23,1,2,3,5,0,6,1,2,6,1,3,3,4,2,2,6,1,2,1,1,6,1,1,2,4,2,2,0,7,2,7,1,2,7,2,1,6,2,2,0,4,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1511",3,1,2,4,1,2,7,0,0,6,1,2,2,6,2,0,4,5,3,0,0,5,0,2,1,1,3,4,2,0,9,6,0,3,6,3,4,4,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1512",24,1,2,2,5,0,4,1,4,2,3,4,3,4,2,1,5,4,1,0,0,2,2,4,1,1,3,4,2,8,1,6,1,3,8,1,5,4,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"No"
"1513",40,1,2,4,10,0,6,0,3,6,0,3,3,4,3,0,2,7,1,0,8,1,0,1,2,1,6,2,0,0,9,3,3,3,2,7,3,6,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1514",36,1,2,2,8,0,4,2,3,5,1,3,2,7,1,0,4,5,0,0,0,3,2,4,0,1,1,7,1,9,0,6,0,3,7,2,2,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"1515",5,1,2,4,1,0,5,3,2,5,1,4,3,4,3,1,3,6,2,1,1,3,4,2,1,2,1,6,1,6,3,6,1,3,7,2,4,3,2,1,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1516",22,1,2,2,5,0,7,2,0,9,0,0,4,3,2,1,6,3,1,0,0,3,3,4,1,1,3,5,1,8,1,7,0,2,7,2,1,4,3,3,0,6,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1517",9,1,3,3,3,2,3,1,4,7,1,2,1,4,5,1,6,3,4,1,0,4,1,1,3,2,3,1,2,6,3,7,1,2,5,4,5,3,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1518",10,1,3,3,3,0,5,0,4,8,1,0,1,3,5,1,5,3,3,0,0,2,1,3,0,3,4,3,0,0,9,9,0,0,5,4,2,4,4,0,0,4,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1519",23,1,3,3,5,2,1,5,2,5,1,4,3,4,3,2,5,3,2,0,0,6,1,1,2,2,3,2,2,8,1,3,2,5,7,2,4,3,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1520",39,1,4,3,9,0,7,2,0,9,0,0,0,0,9,0,2,7,0,0,0,2,2,6,0,2,0,7,0,7,2,7,2,0,9,0,0,7,2,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1521",33,1,3,3,8,1,4,2,3,7,1,1,1,4,4,1,3,6,2,1,1,1,4,2,1,2,4,3,1,2,7,4,4,2,7,2,3,3,3,0,1,4,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1522",33,1,3,3,8,0,4,1,4,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,2,0,2,3,4,3,6,5,2,3,7,2,5,4,0,0,0,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1523",9,1,2,3,3,2,3,1,5,5,2,2,2,4,4,1,5,4,2,0,0,4,3,1,1,3,1,5,1,8,1,6,2,2,8,1,2,5,2,1,1,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1524",23,1,2,2,5,0,6,2,2,4,2,4,4,3,2,2,5,2,2,0,0,3,3,3,2,3,3,3,0,8,1,4,3,3,7,2,3,4,2,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1525",12,2,4,2,3,0,2,0,7,9,0,0,0,0,9,0,3,6,0,0,0,7,0,2,0,2,0,6,2,0,9,9,0,0,9,0,2,0,5,2,0,5,7,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1526",4,1,2,4,1,1,5,0,4,4,2,4,4,4,2,2,4,4,3,0,0,4,1,2,3,2,3,3,0,6,3,7,1,2,6,3,3,3,4,1,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1527",24,1,3,2,5,1,3,2,4,6,1,2,2,3,5,0,4,5,2,0,0,0,5,3,0,1,4,3,1,4,5,5,1,3,7,2,2,5,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1528",24,1,2,3,5,1,6,1,2,7,1,2,1,7,1,1,4,5,0,0,4,1,0,4,4,0,1,5,0,5,4,4,2,3,7,2,0,2,3,4,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1529",34,1,3,3,8,0,9,0,0,5,0,4,2,3,4,0,3,6,0,0,2,0,3,5,1,0,0,7,2,4,5,3,2,4,7,2,6,2,2,0,0,2,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1530",22,1,1,2,5,0,5,2,2,1,4,5,5,4,1,1,6,2,1,0,0,6,1,3,1,4,3,3,0,9,0,3,2,4,6,3,3,4,3,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1531",30,1,2,5,7,2,5,2,1,3,0,6,6,2,2,0,2,7,2,0,1,2,1,5,0,2,3,5,1,2,7,6,0,3,9,0,3,6,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1532",33,2,2,3,8,0,7,1,2,5,1,4,4,1,5,0,2,7,0,0,1,2,6,1,0,2,1,7,1,8,1,5,1,4,8,1,5,3,2,0,0,3,3,2,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1533",4,3,2,4,1,2,1,5,2,7,0,2,1,6,3,2,5,2,5,2,1,1,0,2,4,3,1,2,0,2,7,7,0,2,5,4,1,1,8,0,0,5,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1534",38,1,3,4,9,0,7,0,2,3,1,6,4,2,4,0,1,8,1,0,0,1,3,5,1,1,1,4,4,8,1,3,0,6,8,1,6,2,2,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1535",34,1,4,2,8,1,4,1,4,7,1,2,0,0,9,0,3,6,3,0,0,3,5,0,0,0,5,4,0,0,9,6,2,1,5,4,0,6,0,3,0,5,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1536",34,1,3,3,8,0,4,0,5,9,0,0,0,5,4,3,4,3,2,0,0,5,2,1,2,1,3,4,1,2,7,5,4,0,5,4,0,2,3,2,3,8,6,2,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"No"
"1537",10,1,2,3,3,2,1,0,6,6,0,3,2,4,4,2,4,3,4,0,0,4,1,2,3,2,2,3,0,6,4,5,0,4,5,4,2,5,2,2,0,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1538",10,1,3,3,3,0,9,0,0,7,0,2,2,3,5,5,2,3,3,0,0,3,2,1,2,3,3,2,0,0,9,9,0,0,3,6,2,0,4,4,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1539",33,1,3,3,8,0,6,2,1,6,0,3,2,3,4,1,2,7,1,0,2,2,1,5,1,2,2,5,1,1,8,7,0,2,7,2,0,5,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1540",10,1,4,3,3,0,5,2,3,7,1,1,1,3,6,2,5,3,4,0,0,3,2,0,3,2,3,3,0,1,8,8,0,1,5,4,0,5,4,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1541",12,2,4,2,3,0,2,0,7,9,0,0,0,0,9,0,3,6,0,0,0,7,0,2,0,2,0,6,2,0,9,9,0,0,9,0,2,0,5,2,0,5,7,1,0,0,6,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,"No"
"1542",32,1,3,3,7,0,5,0,4,7,0,2,2,4,3,0,7,2,0,0,0,7,0,2,0,3,5,2,0,9,0,9,0,0,9,0,4,5,0,0,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1543",36,1,2,4,8,0,5,2,2,7,0,2,2,5,3,0,0,9,0,0,0,2,7,0,0,0,0,9,0,5,4,9,0,0,9,0,5,4,0,0,0,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1544",36,1,2,4,8,1,6,0,2,7,0,2,0,5,4,0,0,9,5,0,0,0,0,4,0,0,0,5,4,9,0,6,0,3,7,2,0,4,5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1545",8,1,2,3,2,2,5,1,2,6,1,2,3,4,3,2,4,4,0,0,0,6,2,2,3,2,2,3,1,4,5,6,2,2,5,4,1,3,4,3,0,6,7,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1546",10,1,4,2,3,1,4,1,4,8,1,1,0,0,9,0,5,4,3,0,0,0,0,6,0,0,5,4,0,3,6,7,2,1,3,6,0,0,0,9,0,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1547",35,1,3,3,8,0,6,2,2,7,0,2,2,4,4,0,3,6,1,0,0,3,3,3,1,1,4,4,2,0,9,7,1,2,7,2,0,7,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"1548",24,2,2,2,5,0,3,1,6,4,1,5,3,0,6,0,0,9,0,0,0,0,4,5,0,0,0,4,5,9,0,5,1,3,8,1,5,4,0,0,0,2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"No"
"1549",11,1,2,3,3,1,3,1,5,4,2,4,4,2,3,1,3,6,1,0,1,3,3,3,1,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,2,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1550",37,1,2,2,8,2,3,1,4,5,1,3,4,4,2,0,7,2,0,0,0,9,0,0,0,6,0,3,0,5,4,6,1,3,5,4,2,2,5,0,0,4,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Yes"
"1551",33,1,2,3,8,0,2,1,7,5,2,3,3,3,5,0,1,8,0,0,0,2,7,1,0,1,1,8,0,5,4,5,4,0,9,0,3,2,5,0,0,3,3,2,0,0,6,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"No"
"1552",36,1,2,4,8,2,5,0,3,9,0,0,0,6,3,0,5,4,2,0,0,7,0,0,2,3,2,4,0,3,6,7,0,2,6,3,2,4,4,0,0,4,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1553",23,2,2,2,5,0,5,2,2,4,2,4,4,4,2,2,4,3,3,1,0,2,1,4,5,2,1,2,2,7,2,6,1,3,8,1,4,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1554",22,2,3,3,5,0,5,0,4,7,0,2,0,2,7,2,1,7,0,2,0,1,1,5,2,0,0,7,0,4,5,6,1,2,7,2,0,6,3,0,0,4,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Yes"
"1555",24,1,3,2,5,0,1,0,8,3,2,4,3,2,5,0,1,8,0,0,0,1,4,5,0,1,0,5,4,8,1,4,0,5,8,1,8,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1556",38,1,3,3,9,0,6,0,4,6,0,4,1,4,5,2,4,3,2,0,2,4,2,1,3,2,3,3,1,7,2,7,2,0,6,3,1,2,4,1,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1557",41,1,3,3,10,1,4,1,4,6,1,2,2,3,5,2,4,3,3,1,1,3,2,2,3,2,2,3,0,4,5,6,2,1,4,5,2,2,4,1,1,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1558",9,1,4,3,3,0,6,1,2,8,0,1,1,1,7,2,2,6,1,0,0,4,4,2,1,3,0,6,1,2,7,8,1,0,7,2,4,2,4,0,0,3,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Yes"
"1559",39,2,5,2,9,1,5,0,3,7,1,2,0,0,9,0,4,5,0,0,0,6,3,0,0,4,0,5,0,2,7,6,2,2,6,3,0,4,5,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1560",24,1,3,3,5,1,2,2,6,6,1,2,1,2,6,1,2,7,0,0,0,3,4,3,0,1,1,6,2,8,1,5,1,4,8,1,3,5,1,1,0,3,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1561",10,1,3,3,3,0,6,1,2,7,1,1,0,3,6,3,4,3,0,0,0,3,3,3,3,0,2,5,0,4,5,8,1,1,4,5,0,2,5,3,0,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1562",13,1,5,3,3,0,6,0,3,6,0,3,0,1,8,5,4,1,0,2,0,6,0,2,3,2,2,2,0,8,1,5,2,3,6,3,1,1,4,4,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1563",12,1,3,2,3,1,3,2,5,9,0,0,0,3,6,1,7,2,1,1,0,8,1,1,1,2,2,5,0,5,4,6,1,3,5,4,2,6,2,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1564",3,1,3,4,1,0,6,2,3,6,0,3,0,6,3,2,3,5,1,0,0,4,1,4,1,2,3,4,0,2,7,7,0,2,6,3,1,3,4,3,0,5,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"1565",31,1,2,3,7,0,5,1,3,6,0,3,3,3,3,0,1,8,0,0,0,4,0,5,0,1,1,5,3,9,0,7,0,2,9,0,6,2,1,0,0,2,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1566",9,1,3,3,3,1,4,1,5,7,1,1,0,4,5,0,6,3,1,1,0,4,2,3,0,0,4,3,3,0,9,6,2,2,8,1,0,6,0,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"1567",10,1,3,3,3,0,3,0,6,9,0,0,0,3,6,5,2,2,2,0,0,5,0,2,2,5,0,2,0,0,9,6,0,3,9,0,0,4,5,0,0,4,8,0,0,0,6,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"No"
"1568",38,1,3,2,9,0,4,1,5,7,1,2,2,2,6,1,3,6,0,0,0,3,2,4,0,1,2,5,2,7,2,6,2,2,9,0,4,4,2,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"No"
